scientific_name,license,author,image_url,wikimedia_page
Cornus kousa 'chinensis',PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/4/4d/Cornus_kousa_chinensis_A.jpg,https://commons.wikimedia.org/wiki/File%3ACornus%20kousa%20chinensis%20A.jpg
Cornus kousa,PD,USDA Natural Resources Conservation Service,https://upload.wikimedia.org/wikipedia/commons/c/c2/Cornus_kousa_NY-dist-map.png,https://commons.wikimedia.org/wiki/File%3ACornus%20kousa%20NY-dist-map.png
Cornus mas,CC0,Sdjurovicaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/3/3b/20220401_114532_Cornus_mas_L.jpg,https://commons.wikimedia.org/wiki/File%3A20220401%20114532%20Cornus%20mas%20L.jpg
Cornus officinalis,PD,Philipp Franz von Siebold and Joseph Gerhard Zuccarini,https://upload.wikimedia.org/wikipedia/commons/2/2f/Cornus_officinalis_SZ50.png,https://commons.wikimedia.org/wiki/File%3ACornus%20officinalis%20SZ50.png
Cornus racemosa 'Salvin's Dwarf',,,,
Cornus sanguinea 'Arctic Sun',,,,
Cornus stolonifera,PD,USDA NRCS Montana,https://upload.wikimedia.org/wikipedia/commons/d/db/Plants_OB_355_%2838850800552%29.jpg,https://commons.wikimedia.org/wiki/File%3APlants%20OB%20355%20%2838850800552%29.jpg
Coronilla glauca,PD,Vassil,https://upload.wikimedia.org/wikipedia/commons/6/6e/Coronilla_valentina_170208.jpg,https://commons.wikimedia.org/wiki/File%3ACoronilla%20valentina%20170208.jpg
Coronilla varia,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/d/de/20170715Securigera_varia1.jpg,https://commons.wikimedia.org/wiki/File%3A20170715Securigera%20varia1.jpg
Cortaderia selloana,PD,Pexegoaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/a/ac/Plumeiro_Da_Pampa_-_Invasiva2_%28Almeiras_-_Culleredo_-_Galiza%29.JPG,https://commons.wikimedia.org/wiki/File%3APlumeiro%20Da%20Pampa%20-%20Invasiva2%20%28Almeiras%20-%20Culleredo%20-%20Galiza%29.JPG
Corydalis edulis,,,,
Corydalis flexuosa,,,,
Corydalis lutea,PD,Jacob Sturm,https://upload.wikimedia.org/wikipedia/commons/c/c2/Corydalis_lutea_Sturm45_-_clean_-_legend.jpg,https://commons.wikimedia.org/wiki/File%3ACorydalis%20lutea%20Sturm45%20-%20clean%20-%20legend.jpg
Corydalis solida,CC0,Christian Kahle,https://upload.wikimedia.org/wikipedia/commons/e/e2/Corydalis_solida_186005545.jpg,https://commons.wikimedia.org/wiki/File%3ACorydalis%20solida%20186005545.jpg
Corylopsis pauciflora,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/b/b0/Corylopsis_Pauciflora_A.jpg,https://commons.wikimedia.org/wiki/File%3ACorylopsis%20Pauciflora%20A.jpg
Corylopsis sinensis,PD,Pipi69e,https://upload.wikimedia.org/wikipedia/commons/3/3b/Corylopsis_sinensis_var_glandulifera.jpg,https://commons.wikimedia.org/wiki/File%3ACorylopsis%20sinensis%20var%20glandulifera.jpg
Corylopsis spicata,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/8/8c/Corylopsis_spicata_-_Botanischer_Garten%2C_Frankfurt_am_Main_-_DSC03336.JPG,https://commons.wikimedia.org/wiki/File%3ACorylopsis%20spicata%20-%20Botanischer%20Garten%2C%20Frankfurt%20am%20Main%20-%20DSC03336.JPG
Corylus americana,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/d/dc/Corylus_americana1.jpg,https://commons.wikimedia.org/wiki/File%3ACorylus%20americana1.jpg
Corylus avellana,PD,Robert Breitinger,https://upload.wikimedia.org/wikipedia/commons/a/ad/Zentralbibliothek_Z%C3%BCrich_-_Haselnusstauden_-_991052038279705501.jpg,https://commons.wikimedia.org/wiki/File%3AZentralbibliothek%20Z%C3%BCrich%20-%20Haselnusstauden%20-%20991052038279705501.jpg
Corylus colurna,PD,Botaurus-stellaris,https://upload.wikimedia.org/wikipedia/commons/a/af/Corylus-colurna-20-09-2009-03.jpg,https://commons.wikimedia.org/wiki/File%3ACorylus-colurna-20-09-2009-03.jpg
Corylus cornuta,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/1/1d/Corylus_cornuta.jpg,https://commons.wikimedia.org/wiki/File%3ACorylus%20cornuta.jpg
Corylus maxima,PD,Artemas Ward,https://upload.wikimedia.org/wikipedia/commons/d/dd/Nuts_%282%29%2C_illustration_from_The_Encyclopedia_of_Food_by_Artemas_Ward.jpg,https://commons.wikimedia.org/wiki/File%3ANuts%20%282%29%2C%20illustration%20from%20The%20Encyclopedia%20of%20Food%20by%20Artemas%20Ward.jpg
Cosmos bipinnatus,CC0,Kryesmin,https://upload.wikimedia.org/wikipedia/commons/f/fb/Cosmos_bipinnatus_%28flowers%29_01.jpg,https://commons.wikimedia.org/wiki/File%3ACosmos%20bipinnatus%20%28flowers%29%2001.jpg
Cosmos sulphureus,CC0,991joseph,https://upload.wikimedia.org/wikipedia/commons/8/81/Yellow_cosmos_flowers.jpg,https://commons.wikimedia.org/wiki/File%3AYellow%20cosmos%20flowers.jpg
Cotinus coggygria 'Magical Green Fountain',,,,
Cotinus coggygria 'Magical Red Fountain',,,,
Cotinus coggygria 'Magical Torch',,,,
Cotinus coggygria 'Royal purple',PD,USEPA Environmental-Protection-Agency,https://upload.wikimedia.org/wikipedia/commons/b/ba/WS-outdoor-northwest-gallery-14_%2833591399605%29.jpg,https://commons.wikimedia.org/wiki/File%3AWS-outdoor-northwest-gallery-14%20%2833591399605%29.jpg
Cotinus coggygria,CC0,LIght_Dimaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/1/10/%D0%A1%D0%BA%D1%83%D0%BC%D0%BF%D0%B8%D1%8F_%D0%BA%D0%BE%D0%B6%D0%B5%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_European_smoketree_%28Cotinus_coggygria%29.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%A1%D0%BA%D1%83%D0%BC%D0%BF%D0%B8%D1%8F%20%D0%BA%D0%BE%D0%B6%D0%B5%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F%20European%20smoketree%20%28Cotinus%20coggygria%29.jpg
Cotinus obovatus,PD,"Provided by National Agricultural Library. Originally from US Forest Service. United States, MO.",https://upload.wikimedia.org/wikipedia/commons/8/87/Cotinus_obovatus_NRCS-002_4x3.jpg,https://commons.wikimedia.org/wiki/File%3ACotinus%20obovatus%20NRCS-002%204x3.jpg
Cotoneaster acutifolius,,,,
Cotoneaster adpressus,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/c/c9/Cotoneaster_adpressus_-_Botanischer_Garten_M%C3%BCnchen-Nymphenburg_-_DSC07616.JPG,https://commons.wikimedia.org/wiki/File%3ACotoneaster%20adpressus%20-%20Botanischer%20Garten%20M%C3%BCnchen-Nymphenburg%20-%20DSC07616.JPG
Cotoneaster apiculatus,CC0,Denver Botanic Gardens,https://upload.wikimedia.org/wikipedia/commons/f/f3/20180711_GGIGardens_WoodlandMosaic_DSCN0267.jpg,https://commons.wikimedia.org/wiki/File%3A20180711%20GGIGardens%20WoodlandMosaic%20DSCN0267.jpg
Cotoneaster dammeri,PD,"I.S%C3%A1%C4%8Dek,_senior",https://upload.wikimedia.org/wikipedia/commons/7/7a/Cotoneaster161919.JPG,https://commons.wikimedia.org/wiki/File%3ACotoneaster161919.JPG
Cotoneaster divaricatus,,,,
Cotoneaster franchetii,PD,El_Duende_Poliglotaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/0/05/Cotoneaster_Franchetii.JPG,https://commons.wikimedia.org/wiki/File%3ACotoneaster%20Franchetii.JPG
Cotoneaster frigidus,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/1/19/Cotoneaster_Cornubia_A.jpg,https://commons.wikimedia.org/wiki/File%3ACotoneaster%20Cornubia%20A.jpg
Cotoneaster horizontalis,PD,%E5%A4%9A%E5%A4%9A123,https://upload.wikimedia.org/wikipedia/commons/1/17/Rockspray_Cotoneaster.png,https://commons.wikimedia.org/wiki/File%3ARockspray%20Cotoneaster.png
Cotoneaster lacteus,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/1/1f/Cotoneaster_lacteus_D.jpg,https://commons.wikimedia.org/wiki/File%3ACotoneaster%20lacteus%20D.jpg
Cotoneaster salicifolius,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/1/16/Cotoneaster_salicifolia_rugosa_143-8694.jpg,https://commons.wikimedia.org/wiki/File%3ACotoneaster%20salicifolia%20rugosa%20143-8694.jpg
Cotoneaster spp.,,,,
Cotyledon ladismithiensis 'Variegata',,,,
Cotyledon orbiculata 'oophylla',,,,
Cotyledon tomentosa,PD,Jjcondieaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/6/64/CotelydonTomentosaBlooming1.JPG,https://commons.wikimedia.org/wiki/File%3ACotelydonTomentosaBlooming1.JPG
Crassula 'Pagoda Rupestris',,,,
Crassula 'Pagoda Village',,,,
Crassula 'Pastel',,,,
Crassula 'Spring Time',,,,
Crassula arborescens,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/fe/Crassula_arborescens_-_Botanischer_Garten_-_Heidelberg%2C_Germany_-_DSC01348.jpg,https://commons.wikimedia.org/wiki/File%3ACrassula%20arborescens%20-%20Botanischer%20Garten%20-%20Heidelberg%2C%20Germany%20-%20DSC01348.jpg
Crassula capitella 'Campfire',CC0,Tortie_tude,https://upload.wikimedia.org/wikipedia/commons/9/91/Crassula_capitella_%27campfire%27.jpg,https://commons.wikimedia.org/wiki/File%3ACrassula%20capitella%20%27campfire%27.jpg
Crassula clavata,,,,
Crassula conjuncta,,,,
Crassula dejecta,PD,Andrew Massyn,https://upload.wikimedia.org/wikipedia/commons/b/ba/Crassula_dejecta_flowers.jpg,https://commons.wikimedia.org/wiki/File%3ACrassula%20dejecta%20flowers.jpg
Crassula fusca,,,,
Crassula hemisphaerica,,,,
Crassula lactea,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/2/2d/Crassula_lactea_-_Orto_botanico_-_Rome%2C_Italy_-_DSC09984.jpg,https://commons.wikimedia.org/wiki/File%3ACrassula%20lactea%20-%20Orto%20botanico%20-%20Rome%2C%20Italy%20-%20DSC09984.jpg
Crassula marnieriana,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/d/da/Crassula_rupestris_subsp._marnieriana_%28Crassula_marnieriana%29_-_Orto_botanico_-_Rome%2C_Italy_-_DSC09988.jpg,https://commons.wikimedia.org/wiki/File%3ACrassula%20rupestris%20subsp.%20marnieriana%20%28Crassula%20marnieriana%29%20-%20Orto%20botanico%20-%20Rome%2C%20Italy%20-%20DSC09988.jpg
Crassula mesembryanthoides ssp. hispida,,,,
Crassula nudicaulis 'herrei',,,,
Crassula Obliqua 'Gollum',,,,
Crassula ovata,CC0,NormanSchwarzaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/a/a0/Crassula_Ovata_Geldpflanze_32_Jahte_alt.jpg,https://commons.wikimedia.org/wiki/File%3ACrassula%20Ovata%20Geldpflanze%2032%20Jahte%20alt.jpg
Crassula perforata 'Variegata',,,,
Crassula pubescens subsp. Radicans,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/0/09/Crassularadicans.jpg,https://commons.wikimedia.org/wiki/File%3ACrassularadicans.jpg
Crassula pyramidalis,CC0,Rijksmuseum,https://upload.wikimedia.org/wikipedia/commons/e/e4/Crassula_pyramidalis_Thunb._en_een_Dictyophorus_spumans_Crassola_muscosa_%28titel_op_object%29%2C_RP-T-1914-18-101.jpg,https://commons.wikimedia.org/wiki/File%3ACrassula%20pyramidalis%20Thunb.%20en%20een%20Dictyophorus%20spumans%20Crassola%20muscosa%20%28titel%20op%20object%29%2C%20RP-T-1914-18-101.jpg
Crassula rogersii,,,,
Crassula rupestris 'Tom thumb',,,,
Crassula sp. transvaal drakensberg,,,,
Crassula volkensii,,,,
Crataegus aestivalis,PD,USDA-NRCS PLANTS Database / USDA NRCS. Wetland flora: Field office illustrated guide to plant species. USDA Natural Resources Conservation Service.,https://upload.wikimedia.org/wikipedia/commons/6/6a/Crataegus_aestivalis.png,https://commons.wikimedia.org/wiki/File%3ACrataegus%20aestivalis.png
Crataegus coccinea,PD,"Elbert L. Little, Jr.",https://upload.wikimedia.org/wikipedia/commons/f/fd/L81_Map_7_Crataegus_coccinea.png,https://commons.wikimedia.org/wiki/File%3AL81%20Map%207%20Crataegus%20coccinea.png
Crataegus crus galli,PD,"J.H. Kirkbride, Jr., C.R. Gunn, and M.J. Dallwitz",https://upload.wikimedia.org/wikipedia/commons/f/fa/Crataegus_crus-galli_fruit_USDA-ARS.jpg,https://commons.wikimedia.org/wiki/File%3ACrataegus%20crus-galli%20fruit%20USDA-ARS.jpg
Crataegus laevigata,,,,
Crataegus monogyna,CC0,Stephen James McWilliam,https://upload.wikimedia.org/wikipedia/commons/9/9d/Gymnosporangium_clavariiforme_%2861%29.jpeg,https://commons.wikimedia.org/wiki/File%3AGymnosporangium%20clavariiforme%20%2861%29.jpeg
Crataegus phaenopyrum,PD,"Loudon, J. C.",https://upload.wikimedia.org/wikipedia/commons/b/b5/Arboretum_et_fruticetum_britannicum%2C_or_%28Plate_137%29_%286918236980%29.jpg,https://commons.wikimedia.org/wiki/File%3AArboretum%20et%20fruticetum%20britannicum%2C%20or%20%28Plate%20137%29%20%286918236980%29.jpg
Crataegus viridis,CC0,Ruff_tuff_cream_puff,https://upload.wikimedia.org/wikipedia/commons/2/21/Crataegus_viridis_winter_king_leafing.jpg,https://commons.wikimedia.org/wiki/File%3ACrataegus%20viridis%20winter%20king%20leafing.jpg
Cremnosedum,,,,
Crinum asiaticum,PD,Post of Indonesia,https://upload.wikimedia.org/wikipedia/commons/0/0f/Stamps_of_Indonesia%2C_013-08.jpg,https://commons.wikimedia.org/wiki/File%3AStamps%20of%20Indonesia%2C%20013-08.jpg
Crocosmia paniculata,,,,
Crocosmia × crocosmiiflora 'Lucifer',,,,
Crocosmia × crocosmiiflora,CC0,Dinkum,https://upload.wikimedia.org/wikipedia/commons/4/4d/Fleurs_oranges.jpg,https://commons.wikimedia.org/wiki/File%3AFleurs%20oranges.jpg
Crocus flavus,PD,George_Chernilevsky,https://upload.wikimedia.org/wikipedia/commons/1/18/Crocus_flavus_2019_G1.jpg,https://commons.wikimedia.org/wiki/File%3ACrocus%20flavus%202019%20G1.jpg
Crocus vernus,PD,Giuseppe Frizzi,https://upload.wikimedia.org/wikipedia/commons/1/1f/Dettaglio_-_Iridaceae_Crocus_vernus_All._Erbario_Frizzi_Perugia_n._3343.jpg,https://commons.wikimedia.org/wiki/File%3ADettaglio%20-%20Iridaceae%20Crocus%20vernus%20All.%20Erbario%20Frizzi%20Perugia%20n.%203343.jpg
Crossandra infundibuliformis,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/4/47/Crossandra_infundibuliformis%2C_Phipps_Conservatory%2C_2024-08-24.jpg,https://commons.wikimedia.org/wiki/File%3ACrossandra%20infundibuliformis%2C%20Phipps%20Conservatory%2C%202024-08-24.jpg
Crossostephium chinense,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/6/67/Crossostephium_chinense_-_Shinjuku_Gyo-en_Greenhouse_-_Tokyo%2C_Japan_-_DSC05914.jpg,https://commons.wikimedia.org/wiki/File%3ACrossostephium%20chinense%20-%20Shinjuku%20Gyo-en%20Greenhouse%20-%20Tokyo%2C%20Japan%20-%20DSC05914.jpg
Cryptanthus bivittatus 'Red Star',,,,
Cryptanthus spp.,,,,
Cryptomeria fortunei,,,,
Cryptomeria japonica,,,,
Cucurbita moschata,PD,George_Chernilevsky,https://upload.wikimedia.org/wikipedia/commons/7/77/Cucurbita_moschata_Butternut_2012_G2.jpg,https://commons.wikimedia.org/wiki/File%3ACucurbita%20moschata%20Butternut%202012%20G2.jpg
Cucurbita pepo,CC0,%D0%98%D1%80%D0%B8%D0%BD%D0%B0%D0%AF,https://upload.wikimedia.org/wikipedia/commons/8/88/%D0%A2%D1%8B%D0%BA%D0%B2%D1%8B_%D1%83_%D0%B4%D0%B2%D0%B5%D1%80%D0%B8_%D1%82%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D1%80%D0%B0_%D0%A1%D0%B0%D1%80%D0%B0%D1%82%D0%BE%D0%B2.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%A2%D1%8B%D0%BA%D0%B2%D1%8B%20%D1%83%20%D0%B4%D0%B2%D0%B5%D1%80%D0%B8%20%D1%82%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D1%80%D0%B0%20%D0%A1%D0%B0%D1%80%D0%B0%D1%82%D0%BE%D0%B2.jpg
Cuminum cyminum,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/5/58/Cuminum_cyminum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-198.jpg,https://commons.wikimedia.org/wiki/File%3ACuminum%20cyminum%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-198.jpg
Cunninghamia lanceolata,PD,Hareinhardt,https://upload.wikimedia.org/wikipedia/commons/3/30/Guangde_County%2C_Anhui.JPG,https://commons.wikimedia.org/wiki/File%3AGuangde%20County%2C%20Anhui.JPG
Cuphea hyssopifolia,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/35/Cuphea_hyssopifolia_-_Villa_Taranto_%28Verbania%29_-_DSC03795.JPG,https://commons.wikimedia.org/wiki/File%3ACuphea%20hyssopifolia%20-%20Villa%20Taranto%20%28Verbania%29%20-%20DSC03795.JPG
Cuphea ignea,PD,"Bois, D.; Frederick Warne (Firm); Herincq, B.; Step, Edward; Watson, William",https://upload.wikimedia.org/wikipedia/commons/1/16/Favourite_flowers_of_garden_and_greenhouse_%2810574721875%29.jpg,https://commons.wikimedia.org/wiki/File%3AFavourite%20flowers%20of%20garden%20and%20greenhouse%20%2810574721875%29.jpg
Curcuma 'Alismatifolia',PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/5/5e/Curcuma_alismatifolia_C.jpg,https://commons.wikimedia.org/wiki/File%3ACurcuma%20alismatifolia%20C.jpg
Curcuma 'Siam Scarlet',,,,
Curcuma 'Siam Shadow',,,,
Curcuma 'Siam Sitrone',,,,
Curcuma 'Siam Sparkling',,,,
Curcuma 'Siam Splash',,,,
Curcuma 'Siam Stardust',,,,
Curcuma 'Siam Sunrise',,,,
Curcuma 'Siam Supreme',,,,
Curcuma 'Siam Swift',,,,
Curcuma 'Solo',,,,
Curcuma alismatifolia 'Carara',,,,
Curcuma longa,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/2/2e/Curcuma_longa_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-199.jpg,https://commons.wikimedia.org/wiki/File%3ACurcuma%20longa%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-199.jpg
Cyananthus spp.,,,,
Cycas circinalis,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/5/59/Cycascircinalis.JPG,https://commons.wikimedia.org/wiki/File%3ACycascircinalis.JPG
Cycas revoluta,CC0,Dinkum,https://upload.wikimedia.org/wikipedia/commons/0/0f/Plante_vv3.jpg,https://commons.wikimedia.org/wiki/File%3APlante%20vv3.jpg
Cyclamen coum,,,,
Cyclamen hederifolium,,,,
Cyclamen neapolitanum,PD,"Boyle, Eleanor Vere Gordon; Crofton, Helen; Earle, Maria Theresa.; Gibbs, Vicary; Kingsley, Rose Georgina; Mount, George.; Powell, W. Richmond.; Waterfield, Margaret H.",https://upload.wikimedia.org/wikipedia/commons/a/a0/Garden_colour_%28Plate%29_%286286316860%29.jpg,https://commons.wikimedia.org/wiki/File%3AGarden%20colour%20%28Plate%29%20%286286316860%29.jpg
Cyclamen persicum,PD,Yoav Dothan,https://upload.wikimedia.org/wikipedia/commons/8/88/Anemone4773.JPG,https://commons.wikimedia.org/wiki/File%3AAnemone4773.JPG
Cydonia oblonga,PD,Pancrace Bessa,https://upload.wikimedia.org/wikipedia/commons/b/b5/Pancrace_Bessa00.jpg,https://commons.wikimedia.org/wiki/File%3APancrace%20Bessa00.jpg
Cylindropuntia imbricata,PD,Frank Russell,https://upload.wikimedia.org/wikipedia/commons/f/fa/The_Pima_Indians_-_pl_8a.png,https://commons.wikimedia.org/wiki/File%3AThe%20Pima%20Indians%20-%20pl%208a.png
Cylindropuntia leptocaulis,PD,John J. Mosesso,https://upload.wikimedia.org/wikipedia/commons/a/af/Cylindropuntialeptocaulis.jpg,https://commons.wikimedia.org/wiki/File%3ACylindropuntialeptocaulis.jpg
Cymbidium aloifolium,PD,Chhe,https://upload.wikimedia.org/wikipedia/commons/a/a8/CymbidiumAloifolium2.jpg,https://commons.wikimedia.org/wiki/File%3ACymbidiumAloifolium2.jpg
Cymbidium bicolor,CC0,Quirijn Maurits Rudolph Ver Huell,https://upload.wikimedia.org/wikipedia/commons/c/c8/Naturalis_Biodiversity_Center_-_L.0933296_-_Q.M.R._Ver_Huell_-_Cymbidium_pubescens_-_Artwork_-_cropped.jpg,https://commons.wikimedia.org/wiki/File%3ANaturalis%20Biodiversity%20Center%20-%20L.0933296%20-%20Q.M.R.%20Ver%20Huell%20-%20Cymbidium%20pubescens%20-%20Artwork%20-%20cropped.jpg
Cymbidium cochleare,,,,
Cymbidium cyperifolium,,,,
Cymbidium dayanum,PD,Johannes Jacobus Smith (1867–1947),https://upload.wikimedia.org/wikipedia/commons/f/f6/Icones_Orchidacearum_Malayensium_II_Tab_107_%281938%29.tif,https://commons.wikimedia.org/wiki/File%3AIcones%20Orchidacearum%20Malayensium%20II%20Tab%20107%20%281938%29.tif
Cymbidium defoliatum,,,,
Cymbidium eburneum,PD,Miss Drake,https://upload.wikimedia.org/wikipedia/commons/d/de/Cymbidium_eburneum_-_Edwards_vol_33_%28NS_10%29_pl_67_%281847%29.jpg,https://commons.wikimedia.org/wiki/File%3ACymbidium%20eburneum%20-%20Edwards%20vol%2033%20%28NS%2010%29%20pl%2067%20%281847%29.jpg
Cymbidium elegans,PD,Unknown author,https://upload.wikimedia.org/wikipedia/commons/d/da/R._Warner_%26_B.S._Williams_-_The_Orchid_Album_-_volume_09_-_plate_430_%281891%29.jpg,https://commons.wikimedia.org/wiki/File%3AR.%20Warner%20%26%20B.S.%20Williams%20-%20The%20Orchid%20Album%20-%20volume%2009%20-%20plate%20430%20%281891%29.jpg
Cymbidium ensifolium,,,,
Cymbidium erythraeum,,,,
Cymbidium faberi,,,,
Cymbidium floribundum,,,,
Cymbidium goeringii 'longibracteatum',,,,
Cymbidium goeringii,CC0,QuazDelaCruzaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/3/3f/JGP23WorksByMasters_Cym.jpg,https://commons.wikimedia.org/wiki/File%3AJGP23WorksByMasters%20Cym.jpg
Cymbidium hookerianum,PD,"Bateman, Jas.",https://upload.wikimedia.org/wikipedia/commons/7/79/A_second_century_of_orchidaceous_plants_%28Pl_187%29_BHL35712912.jpg,https://commons.wikimedia.org/wiki/File%3AA%20second%20century%20of%20orchidaceous%20plants%20%28Pl%20187%29%20BHL35712912.jpg
Cymbidium hybridum,PD,"Sander, F.",https://upload.wikimedia.org/wikipedia/commons/1/16/Reichenbachia_-_Second_Series_vol._2_%28TAB._75%29.jpg,https://commons.wikimedia.org/wiki/File%3AReichenbachia%20-%20Second%20Series%20vol.%202%20%28TAB.%2075%29.jpg
Cymbidium insigne,PD,M. S. del. (,https://upload.wikimedia.org/wikipedia/commons/9/99/Cymbidium_insigne_-_Curtis%27_136_%28Ser._4_no._6%29_pl._8312_%281910%29.jpg,https://commons.wikimedia.org/wiki/File%3ACymbidium%20insigne%20-%20Curtis%27%20136%20%28Ser.%204%20no.%206%29%20pl.%208312%20%281910%29.jpg
Cymbidium iridioides,PD,Unknown author,https://upload.wikimedia.org/wikipedia/commons/1/1f/R._Warner_%26_B.S._Williams_-_The_Orchid_Album_-_volume_06_-_plate_284_%281887%29.jpg,https://commons.wikimedia.org/wiki/File%3AR.%20Warner%20%26%20B.S.%20Williams%20-%20The%20Orchid%20Album%20-%20volume%2006%20-%20plate%20284%20%281887%29.jpg
Cymbidium kanran,,,,
Cymbidium lancifolium,CC0,Abraham Jacobus Wendel,https://upload.wikimedia.org/wikipedia/commons/b/ba/Naturalis_Biodiversity_Center_-_L.2096012_-_Wendel%2C_Abraham_Jacobus_-_Cymbidium_lancifolium_-_Artwork_-_cropped.jpg,https://commons.wikimedia.org/wiki/File%3ANaturalis%20Biodiversity%20Center%20-%20L.2096012%20-%20Wendel%2C%20Abraham%20Jacobus%20-%20Cymbidium%20lancifolium%20-%20Artwork%20-%20cropped.jpg
Cymbidium Lianpan 'LiMingXinDie',,,,
Cymbidium lianpan,,,,
Cymbidium lowianum,CC0,Dinkum,https://upload.wikimedia.org/wikipedia/commons/6/6b/Cymbidium_lowianum_var._concolor_3.jpg,https://commons.wikimedia.org/wiki/File%3ACymbidium%20lowianum%20var.%20concolor%203.jpg
Cymbidium macrorhizon,PD,Loasa,https://upload.wikimedia.org/wikipedia/commons/e/ef/Cymbidium_macrorhizon2.jpg,https://commons.wikimedia.org/wiki/File%3ACymbidium%20macrorhizon2.jpg
Cymbidium mastersii,PD,Miss Drake,https://upload.wikimedia.org/wikipedia/commons/b/b3/Cymbidium_mastersii_-_Edwards_vol_31_%28NS_8%29_pl_50_%281845%29.jpg,https://commons.wikimedia.org/wiki/File%3ACymbidium%20mastersii%20-%20Edwards%20vol%2031%20%28NS%208%29%20pl%2050%20%281845%29.jpg
