scientific_name,license,author,image_url,wikimedia_page
Galium odoratum,PD,Jopi,https://upload.wikimedia.org/wikipedia/commons/0/05/Waldmeister.jpg,https://commons.wikimedia.org/wiki/File%3AWaldmeister.jpg
Garcinia subelliptica,,,,
Gardenia jasminoides 'Ellis',CC0,Judgefloro,https://upload.wikimedia.org/wikipedia/commons/0/05/5452Gardenia_jasminoides_cultivars_in_the_Philippines_04.jpg,https://commons.wikimedia.org/wiki/File%3A5452Gardenia%20jasminoides%20cultivars%20in%20the%20Philippines%2004.jpg
Gardenia jasminoides,CC0,Qwright10action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/a/a9/Gardenia_Jasminoides_Flower.jpg,https://commons.wikimedia.org/wiki/File%3AGardenia%20Jasminoides%20Flower.jpg
Gasteraloe beguinii,,,,
Gasteria gracilis 'minima',,,,
Gaultheria leucocarpa,CC0,Blume,https://upload.wikimedia.org/wikipedia/commons/4/4d/Naturalis_Biodiversity_Center_-_L.2096231_-_Sixtus%2C_Ernst_Philipp_-_Gaultheria_leucocarpa_Blume_-_Artwork.jpeg,https://commons.wikimedia.org/wiki/File%3ANaturalis%20Biodiversity%20Center%20-%20L.2096231%20-%20Sixtus%2C%20Ernst%20Philipp%20-%20Gaultheria%20leucocarpa%20Blume%20-%20Artwork.jpeg
Gaultheria mucronata,PD,Clement_baction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/d/df/Pernettya_mucronata.jpg,https://commons.wikimedia.org/wiki/File%3APernettya%20mucronata.jpg
Gaultheria procumbens,PD,USEPA Environmental-Protection-Agency,https://upload.wikimedia.org/wikipedia/commons/4/4a/Teaberry_%284411065123%29.jpg,https://commons.wikimedia.org/wiki/File%3ATeaberry%20%284411065123%29.jpg
Gaultheria shallon,CC0,Extemporalist,https://upload.wikimedia.org/wikipedia/commons/2/26/Salal_flowering_on_Dunira_Island%2C_British_Columbia%2C_Canada.webp,https://commons.wikimedia.org/wiki/File%3ASalal%20flowering%20on%20Dunira%20Island%2C%20British%20Columbia%2C%20Canada.webp
Gaura lindheimeri,CC0,lanechaffin,https://upload.wikimedia.org/wikipedia/commons/4/4c/Oenothera_lindheimeri_140677752.jpg,https://commons.wikimedia.org/wiki/File%3AOenothera%20lindheimeri%20140677752.jpg
Gazania rigens,PD,William Curtis,https://upload.wikimedia.org/wikipedia/commons/c/c7/The_Botanical_Magazine%2C_Plate_90_%28Volume_3%2C_1790%29.png,https://commons.wikimedia.org/wiki/File%3AThe%20Botanical%20Magazine%2C%20Plate%2090%20%28Volume%203%2C%201790%29.png
Geissorhiza radians,CC0,Abu_Shawkaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/c/cc/Geissorhiza_radians_flower_Swartland_Shale_Renosterveld_-_Uitkamp_Cape_Town.jpg,https://commons.wikimedia.org/wiki/File%3AGeissorhiza%20radians%20flower%20Swartland%20Shale%20Renosterveld%20-%20Uitkamp%20Cape%20Town.jpg
Gelsemium sempervirens,PD,ja:user:田英,https://upload.wikimedia.org/wikipedia/commons/5/55/Unidentified_Plants20070410-1.jpg,https://commons.wikimedia.org/wiki/File%3AUnidentified%20Plants20070410-1.jpg
Genista lydia,PD,USEPA Environmental-Protection-Agency,https://upload.wikimedia.org/wikipedia/commons/2/24/WS-outdoor-northwest-gallery-2_%2833208396570%29.jpg,https://commons.wikimedia.org/wiki/File%3AWS-outdoor-northwest-gallery-2%20%2833208396570%29.jpg
Genista pilosa,CC0,Der_Michels,https://upload.wikimedia.org/wikipedia/commons/0/0c/Genista_pilosa_IP0704057.jpg,https://commons.wikimedia.org/wiki/File%3AGenista%20pilosa%20IP0704057.jpg
Geranium clarkei,,,,
Geranium dalmaticum,,,,
Geranium himalayense,PD,Donromano,https://upload.wikimedia.org/wikipedia/commons/f/ff/Geranium_himalayense%2C_Cloppenburg_%28DE%29_P6244293.jpg,https://commons.wikimedia.org/wiki/File%3AGeranium%20himalayense%2C%20Cloppenburg%20%28DE%29%20P6244293.jpg
Geranium ibericum,CC0,Rob Mitchell,https://upload.wikimedia.org/wikipedia/commons/b/b8/Johnston%27s_geranium%2C_bee_%2817310841546%29.jpg,https://commons.wikimedia.org/wiki/File%3AJohnston%27s%20geranium%2C%20bee%20%2817310841546%29.jpg
Geranium macrorrhizum,PD,Hardyplants,https://upload.wikimedia.org/wikipedia/commons/b/bd/Geranium_macrorrhizum_flowers.jpg,https://commons.wikimedia.org/wiki/File%3AGeranium%20macrorrhizum%20flowers.jpg
Geranium maculatum,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/b/bd/Geranium_maculatum%2C_2021-05-06%2C_Bird_Park%2C_01.jpg,https://commons.wikimedia.org/wiki/File%3AGeranium%20maculatum%2C%202021-05-06%2C%20Bird%20Park%2C%2001.jpg
Geranium molle,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/f/fe/20170509Geranium_molle3.jpg,https://commons.wikimedia.org/wiki/File%3A20170509Geranium%20molle3.jpg
Geranium nodosum,CC0,Dario,https://upload.wikimedia.org/wikipedia/commons/0/03/Geranium_nodosum_flower_%2825%29.jpeg,https://commons.wikimedia.org/wiki/File%3AGeranium%20nodosum%20flower%20%2825%29.jpeg
Geranium phaeum,PD,Hardyplantsaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/b/b0/Geraniumphaum.jpg,https://commons.wikimedia.org/wiki/File%3AGeraniumphaum.jpg
Geranium pratense,PD,Karelj,https://upload.wikimedia.org/wikipedia/commons/3/39/Kakost_1.jpg,https://commons.wikimedia.org/wiki/File%3AKakost%201.jpg
Geranium psilostemon,CC0,Sentimentalnaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/7/7a/%D0%90%D0%BD%D0%B5%D0%BC%D0%BE%D0%BD%D0%B8_%28Armenian_cranesbill%29.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%90%D0%BD%D0%B5%D0%BC%D0%BE%D0%BD%D0%B8%20%28Armenian%20cranesbill%29.jpg
Geranium renardii,PD,Secundum_naturam,https://upload.wikimedia.org/wikipedia/commons/a/a9/Geranium_renardii.JPG,https://commons.wikimedia.org/wiki/File%3AGeranium%20renardii.JPG
Geranium sanguineum,CC0,Lendskaip,https://upload.wikimedia.org/wikipedia/commons/8/88/Zoomgemeenschap_uit_het_bloedooievaarsbek-verbond_%28Geranion_sanguinei%29.jpg,https://commons.wikimedia.org/wiki/File%3AZoomgemeenschap%20uit%20het%20bloedooievaarsbek-verbond%20%28Geranion%20sanguinei%29.jpg
Geranium spp.,CC0,Industrees,https://upload.wikimedia.org/wikipedia/commons/1/12/Vegetation_from_the_class_Sedo-Scleranthetea.jpg,https://commons.wikimedia.org/wiki/File%3AVegetation%20from%20the%20class%20Sedo-Scleranthetea.jpg
Geranium sylvaticum,CC0,Henderlaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/e/e0/Geranium_sylvaticum1.JPG,https://commons.wikimedia.org/wiki/File%3AGeranium%20sylvaticum1.JPG
Geranium wallichianum,PD,Huhu,https://upload.wikimedia.org/wikipedia/commons/f/fe/Storchensch%C3%A4bel_%27Buxtons_Blue%27.JPG,https://commons.wikimedia.org/wiki/File%3AStorchensch%C3%A4bel%20%27Buxtons%20Blue%27.JPG
Geranium × magnificum,CC0,Konrad_Lackerbeck,https://upload.wikimedia.org/wikipedia/commons/2/2b/Pracht-Storchschnabel_Lindberg.JPG,https://commons.wikimedia.org/wiki/File%3APracht-Storchschnabel%20Lindberg.JPG
Gerbera jamesonii 'Royal',,,,
Gerbera jamesonii,PD,Rooivos,https://upload.wikimedia.org/wikipedia/commons/4/48/BarbertonDaisy.jpg,https://commons.wikimedia.org/wiki/File%3ABarbertonDaisy.jpg
Geum coccineum 'Cooky',,,,
Geum montanum,CC0,Simon_Strueuxaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/c/cf/Geum_montanum_%28_Beno%C3%AEte_des_montagnes_%29.jpg,https://commons.wikimedia.org/wiki/File%3AGeum%20montanum%20%28%20Beno%C3%AEte%20des%20montagnes%20%29.jpg
Geum rivale,PD,Walther Otto Müller,https://upload.wikimedia.org/wikipedia/commons/b/bd/Illustration_Geum_rivale_-_clean.jpg,https://commons.wikimedia.org/wiki/File%3AIllustration%20Geum%20rivale%20-%20clean.jpg
Geum spp.,,,,
Ginkgo biloba,CC0,"I.S%C3%A1%C4%8Dek,_senior",https://upload.wikimedia.org/wikipedia/commons/4/42/5.d%C3%ADl_html_m76c546d3.jpg,https://commons.wikimedia.org/wiki/File%3A5.d%C3%ADl%20html%20m76c546d3.jpg
Gladiolus murielae,PD,Angelo Brathot,https://upload.wikimedia.org/wikipedia/commons/9/93/Another_look_1_%2843878681084%29.jpg,https://commons.wikimedia.org/wiki/File%3AAnother%20look%201%20%2843878681084%29.jpg
Gladiolus ×,PD,Ethel May Dixie,https://upload.wikimedia.org/wikipedia/commons/2/20/Ethel_May_Dixie_-_Gladiolus.jpg,https://commons.wikimedia.org/wiki/File%3AEthel%20May%20Dixie%20-%20Gladiolus.jpg
Glebionis coronaria,CC0,Fumikas_Sagisavas,https://upload.wikimedia.org/wikipedia/commons/8/8d/Bundle_of_chrysanthemum.jpg,https://commons.wikimedia.org/wiki/File%3ABundle%20of%20chrysanthemum.jpg
Glechoma hederacea,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/a/a6/20140330Glechoma_hederacea1.jpg,https://commons.wikimedia.org/wiki/File%3A20140330Glechoma%20hederacea1.jpg
Glechoma longituba,,,,
Gleditsia sinensis,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/6/6c/20130512Gleditschie_DFG_Saarbruecken3.jpg,https://commons.wikimedia.org/wiki/File%3A20130512Gleditschie%20DFG%20Saarbruecken3.jpg
Gloriosa superba,,,,
Glottiphyllum longum,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/3a/Glottiphyllum_uncatum_-_Berlin_Botanical_Garden_-_IMG_8770.JPG,https://commons.wikimedia.org/wiki/File%3AGlottiphyllum%20uncatum%20-%20Berlin%20Botanical%20Garden%20-%20IMG%208770.JPG
Glottiphyllum uncatum,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/3a/Glottiphyllum_uncatum_-_Berlin_Botanical_Garden_-_IMG_8770.JPG,https://commons.wikimedia.org/wiki/File%3AGlottiphyllum%20uncatum%20-%20Berlin%20Botanical%20Garden%20-%20IMG%208770.JPG
Glycine max,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/8/82/Soybean.USDA.jpg,https://commons.wikimedia.org/wiki/File%3ASoybean.USDA.jpg
Glycyrrhiza echinata,PD,Unknown author,https://upload.wikimedia.org/wikipedia/commons/e/e9/Plantarum_indigenarum_et_exoticarum_icones_ad_vivum_coloratae%2C_oder%2C_Sammlung_nach_der_Natur_gemalter_Abbildungen_inn-_und_ausl%C3%A4ndlischer_Pflanzen%2C_f%C3%BCr_Liebhaber_und_Beflissene_der_Botanik_%2814229554274%29.jpg,https://commons.wikimedia.org/wiki/File%3APlantarum%20indigenarum%20et%20exoticarum%20icones%20ad%20vivum%20coloratae%2C%20oder%2C%20Sammlung%20nach%20der%20Natur%20gemalter%20Abbildungen%20inn-%20und%20ausl%C3%A4ndlischer%20Pflanzen%2C%20f%C3%BCr%20Liebhaber%20und%20Beflissene%20der%20Botanik%20%2814229554274%29.jpg
Glycyrrhiza glabra,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/d/dd/Illustration_Glycyrrhiza_glabra0.jpg,https://commons.wikimedia.org/wiki/File%3AIllustration%20Glycyrrhiza%20glabra0.jpg
Golden Weigela florida 'Red Prince',,,,
Gomphocarpus fruticosus,PD,Hsuepfle,https://upload.wikimedia.org/wikipedia/commons/1/10/Faial_Gomphocarpus_fruticosus.jpg,https://commons.wikimedia.org/wiki/File%3AFaial%20Gomphocarpus%20fruticosus.jpg
Gomphocarpus physocarpus 'Hairy Balls',,,,
Gomphrena globosa,CC0,ChemistNateaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/3/36/Flat-Tailed_Leaf_Cutter_Bee_on_Bachelor_Button_Flower.jpg,https://commons.wikimedia.org/wiki/File%3AFlat-Tailed%20Leaf%20Cutter%20Bee%20on%20Bachelor%20Button%20Flower.jpg
Gossypium spp.,,,,
Graptopetalum 'destiny',,,,
Graptopetalum 'Ellen',,,,
Graptopetalum 'Mirinae',,,,
Graptopetalum 'Snow White',,,,
Graptopetalum amethystinum,,,,
Graptopetalum paraguayense,PD,Sergei,https://upload.wikimedia.org/wikipedia/commons/4/4e/Sedum_weinbergii.jpg,https://commons.wikimedia.org/wiki/File%3ASedum%20weinbergii.jpg
Graptopetalum pentandrum ssp. superbum,,,,
Graptosedum 'Bronze',,,,
Graptosedum 'Francesco Baldi',,,,
Greenovia aizoon,,,,
Greenovia diplocycla 'gigantea',,,,
Grevillea banksii,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/5/50/Grevillea_banksii_-_Jardim_Bot%C3%A2nico_de_S%C3%A3o_Paulo_-_IMG_0336.jpg,https://commons.wikimedia.org/wiki/File%3AGrevillea%20banksii%20-%20Jardim%20Bot%C3%A2nico%20de%20S%C3%A3o%20Paulo%20-%20IMG%200336.jpg
Grevillea juniperina,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/2/29/Grevillea_juniperina_-_UC_Santa_Cruz_Arboretum_-_DSC07390.JPG,https://commons.wikimedia.org/wiki/File%3AGrevillea%20juniperina%20-%20UC%20Santa%20Cruz%20Arboretum%20-%20DSC07390.JPG
Grevillea robusta,PD,Androstachys,https://upload.wikimedia.org/wikipedia/commons/f/fd/Grevillea_robusta01.jpg,https://commons.wikimedia.org/wiki/File%3AGrevillea%20robusta01.jpg
Grewia occidentalis,PD,William Curtis,https://upload.wikimedia.org/wikipedia/commons/7/7a/The_Botanical_Magazine%2C_Plate_422_%28Volume_12%2C_1798%29.png,https://commons.wikimedia.org/wiki/File%3AThe%20Botanical%20Magazine%2C%20Plate%20422%20%28Volume%2012%2C%201798%29.png
Gunnera manicata,PD,Tubifex,https://upload.wikimedia.org/wikipedia/commons/2/2c/Gunnera_manicata_%28Mammut-Blatt%29-3.JPG,https://commons.wikimedia.org/wiki/File%3AGunnera%20manicata%20%28Mammut-Blatt%29-3.JPG
Guzmania lingulata,CC0,Antekbojar,https://upload.wikimedia.org/wikipedia/commons/5/5a/Guzmania_lingulata_WA%C5%81BRZYCH-PALMIARNIA%2C_AB-031.jpg,https://commons.wikimedia.org/wiki/File%3AGuzmania%20lingulata%20WA%C5%81BRZYCH-PALMIARNIA%2C%20AB-031.jpg
Gymnocalycium baldianum,,,,
Gymnocalycium horstii,,,,
Gymnocalycium mihanovichii,PD,Enjoy22,https://upload.wikimedia.org/wikipedia/commons/7/79/Gymnocalycium_mihanovichii_in_fiore.jpg,https://commons.wikimedia.org/wiki/File%3AGymnocalycium%20mihanovichii%20in%20fiore.jpg
Gymnocalycium saglionis,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/2/20/Gymnocalycium_saglionis_-_Orto_botanico_-_Rome%2C_Italy_-_DSC00060.jpg,https://commons.wikimedia.org/wiki/File%3AGymnocalycium%20saglionis%20-%20Orto%20botanico%20-%20Rome%2C%20Italy%20-%20DSC00060.jpg
Gymnocladus dioica,CC0,ButterflyMilkweedaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/f/f6/Kentucky_Coffeetree_%28Gymnocladus_dioicus%29_seed_pod_01.jpg,https://commons.wikimedia.org/wiki/File%3AKentucky%20Coffeetree%20%28Gymnocladus%20dioicus%29%20seed%20pod%2001.jpg
Gymnocladus dioicus,CC0,ButterflyMilkweedaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/f/f6/Kentucky_Coffeetree_%28Gymnocladus_dioicus%29_seed_pod_01.jpg,https://commons.wikimedia.org/wiki/File%3AKentucky%20Coffeetree%20%28Gymnocladus%20dioicus%29%20seed%20pod%2001.jpg
Gynostemma pentaphyllum,PD,"Alston, A. H. G.; Hooker, Joseph Dalton; Trimen, Henry",https://upload.wikimedia.org/wikipedia/commons/3/3f/A_hand-book_to_the_flora_of_Ceylon_%28Plate_XLV%29_%286430647805%29.jpg,https://commons.wikimedia.org/wiki/File%3AA%20hand-book%20to%20the%20flora%20of%20Ceylon%20%28Plate%20XLV%29%20%286430647805%29.jpg
Gynura aurantiaca 'Purple Passion',,,,
Gynura aurantiaca,CC0,My_sable_hatsaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/3/30/Gynura_spp..jpg,https://commons.wikimedia.org/wiki/File%3AGynura%20spp..jpg
Gynura bicolor,PD,Alex Lin,https://upload.wikimedia.org/wikipedia/commons/6/60/Gynura_bicolor_vegetable_%28hongfeng_cai_%E7%B4%85%E9%B3%B3%E8%8F%9C%29.png,https://commons.wikimedia.org/wiki/File%3AGynura%20bicolor%20vegetable%20%28hongfeng%20cai%20%E7%B4%85%E9%B3%B3%E8%8F%9C%29.png
Gynura divaricata,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/2/26/Gynura_divaricata_-_Hong_Kong_Botanical_Garden_-_IMG_9576.JPG,https://commons.wikimedia.org/wiki/File%3AGynura%20divaricata%20-%20Hong%20Kong%20Botanical%20Garden%20-%20IMG%209576.JPG
Gypsophila 'Andromeda',,,,
Gypsophila 'Beauty Bride',,,,
Gypsophila 'Million Stars',,,,
Gypsophila 'My Pink',,,,
Gypsophila 'White Victoria',,,,
Gypsophila 'XLence',,,,
Gypsophila elegans,PD,"Bois, D.; Frederick Warne (Firm); Herincq, B.; Step, Edward; Watson, William",https://upload.wikimedia.org/wikipedia/commons/0/0a/Favourite_flowers_of_garden_and_greenhouse_%28Pl._34%29_%287789063128%29.jpg,https://commons.wikimedia.org/wiki/File%3AFavourite%20flowers%20of%20garden%20and%20greenhouse%20%28Pl.%2034%29%20%287789063128%29.jpg
Gypsophila muralis,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/3/31/Gypsophila_muralis1_eF.jpg,https://commons.wikimedia.org/wiki/File%3AGypsophila%20muralis1%20eF.jpg
Gypsophila pacifica,,,,
Gypsophila paniculata,PD,Pipi69e,https://upload.wikimedia.org/wikipedia/commons/0/0c/Gypsophila_paniculata.jpg,https://commons.wikimedia.org/wiki/File%3AGypsophila%20paniculata.jpg
Habenaria radiata,,,,
Haemanthus albiflos,PD,Berthold_Werner,https://upload.wikimedia.org/wikipedia/commons/5/5a/Haemanthus_albiflos_BW_1.JPG,https://commons.wikimedia.org/wiki/File%3AHaemanthus%20albiflos%20BW%201.JPG
Haemanthus multiflorus,PD,Love_Krittaya,https://upload.wikimedia.org/wikipedia/commons/e/ee/%E0%B8%94%E0%B8%AD%E0%B8%81%E0%B9%80%E0%B8%82%E0%B9%87%E0%B8%A1_1.jpg,https://commons.wikimedia.org/wiki/File%3A%E0%B8%94%E0%B8%AD%E0%B8%81%E0%B9%80%E0%B8%82%E0%B9%87%E0%B8%A1%201.jpg
Halesia carolina,PD,"W.D. Brush. Provided by National Agricultural Library. Originally from US Forest Service. United States, PA.",https://upload.wikimedia.org/wikipedia/commons/6/6c/Halesia_carolina_NRCS-1.png,https://commons.wikimedia.org/wiki/File%3AHalesia%20carolina%20NRCS-1.png
Halesia diptera,PD,Perimeter285action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/6/68/Halesia_diptera0.jpg,https://commons.wikimedia.org/wiki/File%3AHalesia%20diptera0.jpg
Halesia macgregorii,,,,
Halesia monticola,,,,
Halesia tetraptera,PD,USGS Bee Inventory and Monitoring Lab,https://upload.wikimedia.org/wikipedia/commons/5/5e/Halesia_tetraptera%2C_Silverbell_or_Snowdrop_Tree%2C_Styracaceae_2%2C_Howard_County%2C_Md%2C_not_native_here_2018-05-17-16.33.40_ZS_%2849844124337%29.jpg,https://commons.wikimedia.org/wiki/File%3AHalesia%20tetraptera%2C%20Silverbell%20or%20Snowdrop%20Tree%2C%20Styracaceae%202%2C%20Howard%20County%2C%20Md%2C%20not%20native%20here%202018-05-17-16.33.40%20ZS%20%2849844124337%29.jpg
Hamamelis mollis,,,,
Hamamelis vernalis,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/f/f7/Witch_hazel_in_a_vase%2C_2022-01-19%2C_02%2C_2-color.jpg,https://commons.wikimedia.org/wiki/File%3AWitch%20hazel%20in%20a%20vase%2C%202022-01-19%2C%2002%2C%202-color.jpg
Hamamelis virginiana,CC0,Bruce Cook (@raffib128),https://upload.wikimedia.org/wikipedia/commons/2/22/Hamamelis_virginiana_Vermont_USA_2022-04-17-B.jpg,https://commons.wikimedia.org/wiki/File%3AHamamelis%20virginiana%20Vermont%20USA%202022-04-17-B.jpg
Hardenbergia violacea,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/8/8b/Hardenbergia_monophylla_-_Villa_Thuret_-_DSC04819.JPG,https://commons.wikimedia.org/wiki/File%3AHardenbergia%20monophylla%20-%20Villa%20Thuret%20-%20DSC04819.JPG
Hatiora gaertneri,PD,Chilepine,https://upload.wikimedia.org/wikipedia/commons/5/5d/Rhipsalidopsis_gaertneri_%28K.Schum.%29_Linding..jpg,https://commons.wikimedia.org/wiki/File%3ARhipsalidopsis%20gaertneri%20%28K.Schum.%29%20Linding..jpg
Hatiora salicornioides,PD,Haplochromis,https://upload.wikimedia.org/wikipedia/commons/8/89/Hatiora_salicornioides_884.jpg,https://commons.wikimedia.org/wiki/File%3AHatiora%20salicornioides%20884.jpg
Haworthia cooperi,CC0,Abu_Shawkaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/a/a8/1_Haworthia_cooperi_-_Kirstenbosch.jpg,https://commons.wikimedia.org/wiki/File%3A1%20Haworthia%20cooperi%20-%20Kirstenbosch.jpg
Haworthia cymbiformis 'transiens',,,,
Haworthia cymbiformis 'triebnet poelln',,,,
Haworthia cymbiformis,CC0,Abu_Shawkaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/4/4f/Haworthia_cymbiformis_-_SBG_8.jpg,https://commons.wikimedia.org/wiki/File%3AHaworthia%20cymbiformis%20-%20SBG%208.jpg
Haworthia fasciata,PD,Tangopaso,https://upload.wikimedia.org/wikipedia/commons/5/5f/Haworthia_fasciata_variabilis.jpg,https://commons.wikimedia.org/wiki/File%3AHaworthia%20fasciata%20variabilis.jpg
Haworthia limifolia,CC0,Abu_Shawkaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/3/3e/Haworthia_limifolia_-_inflorescence.jpg,https://commons.wikimedia.org/wiki/File%3AHaworthia%20limifolia%20-%20inflorescence.jpg
Haworthia magnifica 'splendens',,,,
Haworthia maughanii,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/d/df/Haworthia_maughanii_-_Tower_Hill_Botanic_Garden.JPG,https://commons.wikimedia.org/wiki/File%3AHaworthia%20maughanii%20-%20Tower%20Hill%20Botanic%20Garden.JPG
Haworthia obtusa f. truncata,,,,
Haworthia retusa 'riyuetan',,,,
Haworthia retusa,CC0,Abu_Shawkaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/6/66/2_Haworthia_retusa_-_Acilliers_-_RSA_1.jpg,https://commons.wikimedia.org/wiki/File%3A2%20Haworthia%20retusa%20-%20Acilliers%20-%20RSA%201.jpg
Haworthia tessellata,,,,
Haworthia truncata,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/f9/Haworthia_truncata_-_Tower_Hill_Botanic_Garden.JPG,https://commons.wikimedia.org/wiki/File%3AHaworthia%20truncata%20-%20Tower%20Hill%20Botanic%20Garden.JPG
Hebe buxifolia,PD,Walter Hood Fitch,https://upload.wikimedia.org/wikipedia/commons/b/b8/Botany_of_Antarctica-PL041-0087.jpg,https://commons.wikimedia.org/wiki/File%3ABotany%20of%20Antarctica-PL041-0087.jpg
Hebe ochracea,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/34/Veronica_ochracea_-_VanDusen_Botanical_Garden_-_Vancouver%2C_BC_-_DSC07398.jpg,https://commons.wikimedia.org/wiki/File%3AVeronica%20ochracea%20-%20VanDusen%20Botanical%20Garden%20-%20Vancouver%2C%20BC%20-%20DSC07398.jpg
Hebe odora,PD,Walter Hood Fitch,https://upload.wikimedia.org/wikipedia/commons/b/b8/Botany_of_Antarctica-PL041-0087.jpg,https://commons.wikimedia.org/wiki/File%3ABotany%20of%20Antarctica-PL041-0087.jpg
Hedera algeriensis,,,,
Hedera canariensis,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/d/dd/Hedera_canariensis%2C_Phipps_Conservatory%2C_2015-03-25%2C_01.jpg,https://commons.wikimedia.org/wiki/File%3AHedera%20canariensis%2C%20Phipps%20Conservatory%2C%202015-03-25%2C%2001.jpg
Hedera colchica,PD,Anonymous,https://upload.wikimedia.org/wikipedia/commons/3/35/EB1911_Ivy_-_Fig._2.%E2%80%94Hedera_colchica.jpg,https://commons.wikimedia.org/wiki/File%3AEB1911%20Ivy%20-%20Fig.%202.%E2%80%94Hedera%20colchica.jpg
Hedera helix,CC0,AnRo0002,https://upload.wikimedia.org/wikipedia/commons/4/4f/20121002Hedera_helix1.jpg,https://commons.wikimedia.org/wiki/File%3A20121002Hedera%20helix1.jpg
Hedera hibernica,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/2/2c/Ivy_-_Quinta_das_L%C3%A1grimas_-_Coimbra%2C_Portugal_-_DSC09565.jpg,https://commons.wikimedia.org/wiki/File%3AIvy%20-%20Quinta%20das%20L%C3%A1grimas%20-%20Coimbra%2C%20Portugal%20-%20DSC09565.jpg
Hedera nepalensis,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/0/0b/Hedera_nepalensis_-_Berlin_Botanical_Garden_-_IMG_8738.JPG,https://commons.wikimedia.org/wiki/File%3AHedera%20nepalensis%20-%20Berlin%20Botanical%20Garden%20-%20IMG%208738.JPG
Hedychium coronarium,PD,Judgefloro,https://upload.wikimedia.org/wikipedia/commons/8/8f/03821jfPasong_Tamo_Creek_Linear_Park_Quezon_Cityfvf_01.jpg,https://commons.wikimedia.org/wiki/File%3A03821jfPasong%20Tamo%20Creek%20Linear%20Park%20Quezon%20Cityfvf%2001.jpg
Hedychium flavescens,PD,Lezumbalaberenjena,https://upload.wikimedia.org/wikipedia/commons/3/33/Hedychium_flavescens_by_Wilder.JPG,https://commons.wikimedia.org/wiki/File%3AHedychium%20flavescens%20by%20Wilder.JPG
Hedychium gardnerianum,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/f/f8/Hedychium_gardnerianum_-_San_Francisco_Botanical_Garden_-_DSC00105.JPG,https://commons.wikimedia.org/wiki/File%3AHedychium%20gardnerianum%20-%20San%20Francisco%20Botanical%20Garden%20-%20DSC00105.JPG
Helenium amarum 'Amarum Dakota Gold',,,,
Helenium autumnale,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/9/99/Helenium_autumnale%2C_2022-08-26%2C_Schenley_Park%2C_01.jpg,https://commons.wikimedia.org/wiki/File%3AHelenium%20autumnale%2C%202022-08-26%2C%20Schenley%20Park%2C%2001.jpg
Helianthemum nummularium,PD,Enrico_Blasutto,https://upload.wikimedia.org/wikipedia/commons/2/25/Helianthemum_vulgare_DIAGRAMMA.jpeg,https://commons.wikimedia.org/wiki/File%3AHelianthemum%20vulgare%20DIAGRAMMA.jpeg
Helianthus(Premier Serie),,,,
Helianthus(Sunrich Serie),,,,
Helianthus annuus,PD,Jon Sullivan,https://upload.wikimedia.org/wikipedia/commons/b/bd/Helianthus_annuus_exposed_2004-05-22.jpg,https://commons.wikimedia.org/wiki/File%3AHelianthus%20annuus%20exposed%202004-05-22.jpg
